;,CEC Title-24 2016 Commercial Compliance Ruleset,,,,,
;,File Hash Look-up Table - CBECC-Com 2013/16 (4377),,,,,
;,,,,,,
,TABLE CAComFileHashes,,,,,
,,HashID,HaveHash1,Hash1,HaveHash2,Hash2
,,1,1,042d5f4afec712921d5b7a37d7d1914937da991d98430a06426e9e2a0beaccc6,0,none
,,2,1,315cee41471c1beff3d2f51365a24d11718cc95aa56589c257b710899bdd179c,1,74473bc029f391e166b42882fe6b476d32c12757778b261f32a9e0de795e938c
,,3,1,ff5e417f94f2d0d1e5beaf4bc0eec988fc435920d6867464f8113fcaf94c6b04,1,45b4ad69318e74a143343e49f1b43d879befed236c29579556efe11e53d19d72
,,4,1,60eed9e419388b94038260337361706128ff465f87186b17ec538aa56391ca9f,1,1a0df1ca6cf2f7d2d0a3f89b9b0a640d1569c2b359c1d919965ab4cde2409b6a
,,5,1,c69135d4e77d53b118289abdc404f82c84a1c809f35fbf0692af6599a77f2094,0,none
,,6,1,0fa2de53d6bae30b8dd394b8a809e5a977f0252854e4c3c50d756165f544ae61,0,none
,,7,1,cf97ee0735811087b3a87e7aa681d19354b1e3e84e064de77b41d357598e3c08,1,839175f23c925fcd167d3dc2505c9dd2f2c470d36adae3ac7bdb5a7417268d58
,,8,1,5d6f2d3736b5d53d5b91cfd3759d44ff82c9c831eb50bd3d5dda6bb662dbdf83,1,ee330bbed2a1f96b6c7d9c6fc3b02cb070d9051f6e793bb45d1bb2ab4ff47b12
,,9,1,4884d2a6d1b7caf43b8d6aec7ba0996789771cbcdd87fdc1385a1c39f408950a,1,994053162c8a2c275f90f758a9f40e3f181a44832826d95d72c7b36552f409c7
,,10,1,7c0a5309901ba053075983729cc24a64f439f0de6c6979abd9fd40fc19324303,1,512a61b53f5fa63a11fdff2d5a0047b13eb954582943b404991520809fbf157d
,,11,1,5049f19dbff6b55be00db21934369f3e9e5fa71cfa9c85da7c1599d8917c13b5,1,2a48ac638fd99026ac5dd89f81747b2549a92f32d277ce45f96e2d7cc21d04a3
,,12,1,b4183e00e99ecd973e739285b1f38e0bcbba5a14da042aaf864cb24a417784f8,1,b3ab39ec830d61422fe3bd3d3550ec361a69fe601e9d472c18f7b0e89e3688c7
,,13,1,6b51a52e8395e6918b0975e3d265135b5efa8d98dc0eaaec7467480d21871d57,1,eff754525a1dd6f69625d3b68eea47d5f3dd68dadb8af6ec2c6b10b80d9f94e2
,,14,1,a84830ffeb67ad49b1def24c138b06f503ba9eea6082125b5b21001082b26e4c,1,2df30dbacd815f52fb69a3d61c246b56cad5efe9bfd4e9966eaed78e819e3c71
,,15,1,47d71ca60662dead6aadbf107a38511c010f6ebbecbf449ce35690590339c1d6,1,9b283ab55fda9f61d9e46cbcbb8215993463db01503d5fc1630f92c500eae91d
,,16,1,ec9dc2a7e852b78cd92794ad53470e53f79a868a10ef3c7e499e7d0392b3b47f,1,e2450e210d8b2f42077419ac15eae8d9d673ff17e53d8efc7fbbe124b8f2ebec
,,17,1,3d80f940ad8fa96f18c03218c493d86016d795e32a2e07dc4aca752bfe10d2a6,1,6f0a1fb7fb69b8116aa10bdd34f01f192f35eff73c0826abdd84d2377b8a6264
,,18,1,7893e2bf56ff98040562a88dbb5b814d8faf42ddef00a416058c783f52e1919f,1,43a7ab320c64588e5391c74e58b4282a0be3f495c1fcc8e172b5ca8ad98c73d6
,,19,1,4eded37aba822828d68150f6c8adef5ff24655173a7ec24f208f96fc3810e662,1,272ed276689b1ce4f74142b39fbb306c9df34cef583cc98801d949458de990a5
,,20,1,46c42de481a4ebf510a08798577551b32a623dc001198b43a6b40a688deed580,1,21f432ce62e291f94f8fb4e3f237aeec333e8f7fcc87bf9d184428e49cb16045
,,21,1,7facb8ef545a47041410c598248a51d1dd3077337bfe56170b267b2f3d1c1ddb,1,582ecb4f7a9f04fc95e107f11c6cbbbf21c82cd17a2fea1cab3ceebfd7c0c0a6
,,22,1,c6085a4982233b90e67548ddaf2c2f84a5c9f651fbcd73046fdd6ebabe09a69f,1,ca502c434d24d59a36275f0f28198a6a545ea02d2513c76829ae757518ebca7f
,,23,0,none,1,0557a52774ff77694d5f03b6b9e863a6c89bfe4ac893f74b4d1cd3f547b4e6b3
,,24,0,none,1,3fb1e5fdc952aafca937c506adb86769930a819992d46470868f1768ddddd583
,,25,0,none,1,43bfe1389caf5190e96acabdcb0f04f95edc362276492d15572a964b51ff4143
,,26,0,none,1,34d415b37510b8ca7ad6566ab9960b33df8b5ad5610ca5dfc6e3210b6debcf13
,,27,0,none,1,785b4f613adb1f474c8666444b5ee2f04bc5b2cf9f2338749fb8378b87b5e824
,,28,0,none,1,6065d3a1302f48be6ffb788090152fc55e09cc383d2d47e941d745d1f318ac4a
,,29,0,none,1,91585d8c6d6a1464b288847eec2e8142fc4ab02887a717ac0e61ffee99bc6c9f
,,30,1,9015d170d3470c344f86b5ddd8af8dd7d6f45d37a71b10b1ebf80f05226cf8fc,0,none
,,31,1,fa7916fd735816883e617915fc13ed65acb0deec7ab74a4658203c9b3486939b,0,none
,,32,1,db005a1fe6c75bae983d110718beb79727964c7dbb817a54d03d457c42133b02,0,none
,,33,1,da7af73a4c8157eb8b5fe0ca90277c90929a59ba2532b6bba1185add13b51cc4,0,none
,,34,1,6bb0c4ed6d7a14ebdf57ba232fac805a2725bd01f2d3fa3787a02ee6882a13a0,0,none
,,35,1,4dfd30c6934e56892a9feca3c7d7c0c82e31780c51ddae4de79e46610e7b8db3,0,none
,,36,1,711a009aa0854d51181914c16730a007f9d3859755c788e1e06f91b5336a7e99,0,none
,,37,1,d4b3d6b3c2fb71cccae119a42f47ef02e0db78ee24f4a18230fb1604e53cd9d7,0,none
,,38,1,701e070690ae3cc7dbb213830e2495852a7a22055cd951307e686a4845041fd1,0,none
,,39,1,ComputeSHA256_File() error: -1,0,none
,,40,1,ComputeSHA256_File() error: -1,0,none
,,41,1,ComputeSHA256_File() error: -1,0,none
,,42,1,68755d9ace127c84bc4379288fbe7d723b4f7b38cd4b25689755395fd8244fed,0,none
,,43,1,fd2f46171372d0441404cbb7ec614bc428d1bec9ae3299387ec222cd99dd19b1,0,none
,,44,1,3b773df170fd5159e0f720d455a9246c8919b1733c009ce810c7f65757c01c28,0,none
,,45,1,0dbc2d6f01a86a9d8def001160442764f79959e37d7968add9b14d0182492443,0,none
,,46,1,3b89d0af4f658837f9d89f76737143433d647b48515d4aa45fc9c78be475185a,0,none
,,47,1,e0ffbf9e5f6798b7bf08086100e426b06911e50ad3b673752ded459fbd1e13c8,0,none
,,48,1,95442507d4c6a4cdd30c3f6822ba585b4cb026a407b24def539df91bfd26595a,0,none
,,49,1,99dc496cb024dc38cfa1169e414d6d0215026af5258bfef99639c6bda3ec1e89,1,4acc10c8b1c2fca4235148d1fa2af0fac909af3bfdb7a68a0a14f156850986f5
,,50,1,083e0d2c8ee4fe033d78ee84a78d45be10745db0eeae273daef3d7fa887afadf,1,ef36d69a9322bb637d3d1546124ddf7e89e8dafa71d62de9ed73b2b0d69a40fa
,,51,1,042d5f4afec712921d5b7a37d7d1914937da991d98430a06426e9e2a0beaccc6,0,none
,,52,0,none,1,41001477cc4eb2f56eafa22e4760aca4d1c4d7a61d54a4915d70b598f71e15a3
,,53,1,111323b99789fd0d06b7be94e5bd24d40206bcdc43be14702333cbbd3b4b11f8,0,none
,,54,1,a0512005cc2988422dba815e75dddb66d9b8b36225f27cd4c0673b81144c5f86,1,0ae325a93f7c60386673d82139082916e4e632eeadafafd870f9cd4d55784b0d
,,55,1,99d0154189dedac434e581e9626742c7ec9bd52285efedc29fa1ade726538157,0,none
,,*,1,HashIDError,0,none
,ENDTABLE,,,,,
